user_id,product_id,rating,timestamp,review_id
A1B2C3D4E5F6G,B01LYEEFVH,5,2023-01-15 08:30:00,
A1B2C3D4E5F6G,B07PGL8355,4,2023-01-16 09:45:00,
A1B2C3D4E5F6G,B07XKF5RM3,5,2023-01-17 10:15:00,
A1B2C3D4E5F6G,B08N5KWB9H,4,2023-01-18 11:30:00,
H7I8J9K0L1M2N,B08KTZCF4N,3,2023-02-01 14:20:00,
H7I8J9K0L1M2N,B07W6ZQYJR,4,2023-02-05 11:10:00,
H7I8J9K0L1M2N,B08H95Y452,5,2023-02-10 16:45:00,
H7I8J9K0L1M2N,B08J8FL9J2,4,2023-02-15 13:20:00,
O3P4Q5R6S7T8U,B08FC5L3RG,5,2023-03-10 16:30:00,
O3P4Q5R6S7T8U,B07VGRJDFY,4,2023-03-12 10:15:00,
O3P4Q5R6S7T8U,B08L5WD9D6,3,2023-03-15 14:50:00,
O3P4Q5R6S7T8U,B08BX7FV5L,5,2023-03-18 09:25:00,
V9W0X1Y2Z3A4B,B07R2W9D3X,2,2023-04-20 19:45:00,
V9W0X1Y2Z3A4B,B07K1J3C23,5,2023-04-22 13:25:00,
V9W0X1Y2Z3A4B,B07T81554H,4,2023-04-25 17:30:00,
V9W0X1Y2Z3A4B,B08N5LNQCX,3,2023-04-28 11:15:00,
C5D6E7F8G9H0I,B08PDN2R3C,4,2023-05-05 20:30:00,
C5D6E7F8G9H0I,B08T4Y6HJX,5,2023-05-08 18:15:00,
C5D6E7F8G9H0I,B08G1Y9XNK,3,2023-05-12 14:45:00,
C5D6E7F8G9H0I,B08CX5JL4D,4,2023-05-15 16:30:00,
D1E2F3G4H5I6J,B08JQQ1VD1,5,2023-06-01 09:00:00,
D1E2F3G4H5I6J,B08K3S6WJS,4,2023-06-05 15:30:00,
D1E2F3G4H5I6J,B08F7H7J9V,3,2023-06-10 11:45:00,
D1E2F3G4H5I6J,B08N5K5D5S,5,2023-06-15 17:20:00,
K1L2M3N4O5P6Q,B08HR5SXPS,4,2023-07-01 10:15:00,
K1L2M3N4O5P6Q,B08L8J1G3Q,3,2023-07-05 14:30:00,
K1L2M3N4O5P6Q,B08L3QCZZX,5,2023-07-10 19:45:00,
K1L2M3N4O5P6Q,B08K3Y2D5T,4,2023-07-15 13:20:00,
R1S2T3U4V5W6X,B08HRJV5FP,5,2023-08-01 08:45:00,
R1S2T3U4V5W6X,B08F2T4L2G,4,2023-08-05 12:30:00,
R1S2T3U4V5W6X,B08N5K5D5T,5,2023-08-10 16:15:00,
R1S2T3U4V5W6X,B08L8J1G3W,3,2023-08-15 14:50:00,
Y1Z2A3B4C5D6E,B08K3Y2D5U,4,2023-09-01 11:30:00,
Y1Z2A3B4C5D6E,B08HRJV5FQ,5,2023-09-05 15:45:00,
Y1Z2A3B4C5D6E,B08F2T4L2H,4,2023-09-10 10:20:00,
Y1Z2A3B4C5D6E,B08N5K5D5U,3,2023-09-15 17:35:00,
F1G2H3I4J5K6L,B08L8J1G3X,5,2023-10-01 09:15:00,
F1G2H3I4J5K6L,B08K3Y2D5V,4,2023-10-05 13:40:00,
F1G2H3I4J5K6L,B08HRJV5FR,5,2023-10-10 18:25:00,
F1G2H3I4J5K6L,B08F2T4L2I,4,2023-10-15 14:50:00,
M1N2O3P4Q5R6S,B08N5K5D5V,3,2023-11-01 10:30:00,
M1N2O3P4Q5R6S,B08L8J1G3Y,4,2023-11-05 15:15:00,
M1N2O3P4Q5R6S,B08K3Y2D5W,5,2023-11-10 19:40:00,
M1N2O3P4Q5R6S,B08HRJV5FS,4,2023-11-15 12:25:00,
T1U2V3W4X5Y6Z,B08F2T4L2J,5,2023-12-01 08:50:00,
T1U2V3W4X5Y6Z,B08N5K5D5W,4,2023-12-05 11:35:00,
T1U2V3W4X5Y6Z,B08L8J1G3Z,3,2023-12-10 16:20:00,
T1U2V3W4X5Y6Z,B08K3Y2D5X,5,2023-12-15 14:45:00,
A1B2C3D4E5F6G,B08HRJV5FT,4,2023-01-20 12:15:00,
A1B2C3D4E5F6G,B08F2T4L2K,5,2023-01-25 15:30:00,
H7I8J9K0L1M2N,B08N5K5D5T,4,2023-02-20 10:45:00,
H7I8J9K0L1M2N,B08L8J1G3W,3,2023-02-25 14:20:00,
O3P4Q5R6S7T8U,B08K3Y2D5U,5,2023-03-20 11:35:00,
O3P4Q5R6S7T8U,B08HRJV5FQ,4,2023-03-25 16:50:00,
V9W0X1Y2Z3A4B,B08F2T4L2H,3,2023-04-30 09:25:00,
V9W0X1Y2Z3A4B,B08N5K5D5U,5,2023-05-05 13:40:00,
C5D6E7F8G9H0I,B08L8J1G3X,4,2023-05-20 17:15:00,
C5D6E7F8G9H0I,B08K3Y2D5V,5,2023-05-25 19:30:00,
D1E2F3G4H5I6J,B08HRJV5FR,4,2023-06-20 10:45:00,
D1E2F3G4H5I6J,B08F2T4L2I,3,2023-06-25 14:20:00,
K1L2M3N4O5P6Q,B08N5K5D5V,5,2023-07-20 11:35:00,
K1L2M3N4O5P6Q,B08L8J1G3Y,4,2023-07-25 16:50:00,
R1S2T3U4V5W6X,B08K3Y2D5W,5,2023-08-20 09:25:00,
R1S2T3U4V5W6X,B08HRJV5FS,4,2023-08-25 13:40:00,
Y1Z2A3B4C5D6E,B08F2T4L2J,3,2023-09-20 17:15:00,
Y1Z2A3B4C5D6E,B08N5K5D5W,5,2023-09-25 19:30:00,
F1G2H3I4J5K6L,B08L8J1G3Z,4,2023-10-20 10:45:00,
F1G2H3I4J5K6L,B08K3Y2D5X,5,2023-10-25 14:20:00,
M1N2O3P4Q5R6S,B08HRJV5FT,3,2023-11-20 11:35:00,
M1N2O3P4Q5R6S,B08F2T4L2K,4,2023-11-25 16:50:00,
T1U2V3W4X5Y6Z,B08N5K5D5T,5,2023-12-20 09:25:00,
T1U2V3W4X5Y6Z,B08L8J1G3W,4,2023-12-25 13:40:00,
A1B2C3D4E5F6G,B07W6ZQYJR,5,2023-01-30 17:15:00,
H7I8J9K0L1M2N,B08KTZCF4N,4,2023-02-28 19:30:00,
O3P4Q5R6S7T8U,B07VGRJDFY,3,2023-03-30 10:45:00,
V9W0X1Y2Z3A4B,B07K1J3C23,5,2023-04-30 14:20:00,
C5D6E7F8G9H0I,B08PDN2R3C,4,2023-05-30 11:35:00,
D1E2F3G4H5I6J,B08JQQ1VD1,5,2023-06-30 16:50:00,
K1L2M3N4O5P6Q,B08HR5SXPS,3,2023-07-30 09:25:00,
R1S2T3U4V5W6X,B08L8J1G3Q,4,2023-08-30 13:40:00,
Y1Z2A3B4C5D6E,B08L3QCZZX,5,2023-09-30 17:15:00,
F1G2H3I4J5K6L,B08K3Y2D5T,4,2023-10-30 19:30:00,
M1N2O3P4Q5R6S,B08HRJV5FP,3,2023-11-30 10:45:00,
T1U2V3W4X5Y6Z,B08F2T4L2G,5,2023-12-30 14:20:00,
F1G2H3I4J5K6L,B08F2T4L2I,4.2,2023-10-15 14:50:00,REV100000
O3P4Q5R6S7T8U,B07VGRJDFY,2.9,2023-03-30 10:45:00,REV100001
K1L2M3N4O5P6Q,B08N5K5D5V,5,2023-07-20 11:35:00,REV100002
A1B2C3D4E5F6G,B08F2T4L2K,5,2023-01-25 15:30:00,REV100003
F1G2H3I4J5K6L,B08L8J1G3Z,3.9,2023-10-20 10:45:00,REV100004
K1L2M3N4O5P6Q,B08L8J1G3Y,3.9,2023-07-25 16:50:00,REV100005
C5D6E7F8G9H0I,B08K3Y2D5V,5,2023-05-25 19:30:00,REV100006
Y1Z2A3B4C5D6E,B08K3Y2D5U,4.4,2023-09-01 11:30:00,REV100007
O3P4Q5R6S7T8U,B07VGRJDFY,2.8,2023-03-30 10:45:00,REV100008
V9W0X1Y2Z3A4B,B08N5LNQCX,3.3,2023-04-28 11:15:00,REV100009
F1G2H3I4J5K6L,B08K3Y2D5T,3.8,2023-10-30 19:30:00,REV100010
T1U2V3W4X5Y6Z,B08K3Y2D5X,4.8,2023-12-15 14:45:00,REV100011
O3P4Q5R6S7T8U,B07VGRJDFY,4.1,2023-03-12 10:15:00,REV100012
F1G2H3I4J5K6L,B08K3Y2D5T,3,2023-10-30 19:30:00,REV100013
F1G2H3I4J5K6L,B08K3Y2D5V,3.1,2023-10-05 13:40:00,REV100014
C5D6E7F8G9H0I,B08G1Y9XNK,2.7,2023-05-12 14:45:00,REV100015
Y1Z2A3B4C5D6E,B08N5K5D5U,2.5,2023-09-15 17:35:00,REV100016
D1E2F3G4H5I6J,B08HRJV5FR,4.2,2023-06-20 10:45:00,REV100017
R1S2T3U4V5W6X,B08K3Y2D5W,4.5,2023-08-20 09:25:00,REV100018
C5D6E7F8G9H0I,B08PDN2R3C,3.3,2023-05-30 11:35:00,REV100019
T1U2V3W4X5Y6Z,B08N5K5D5W,4.7,2023-12-05 11:35:00,REV100020
A1B2C3D4E5F6G,B07XKF5RM3,4.9,2023-01-17 10:15:00,REV100021
H7I8J9K0L1M2N,B08KTZCF4N,4,2023-02-28 19:30:00,REV100022
Y1Z2A3B4C5D6E,B08F2T4L2J,2.3,2023-09-20 17:15:00,REV100023
H7I8J9K0L1M2N,B08J8FL9J2,3.7,2023-02-15 13:20:00,REV100024
H7I8J9K0L1M2N,B08N5K5D5T,4.1,2023-02-20 10:45:00,REV100025
Y1Z2A3B4C5D6E,B08L3QCZZX,4.4,2023-09-30 17:15:00,REV100026
A1B2C3D4E5F6G,B07W6ZQYJR,5,2023-01-30 17:15:00,REV100027
H7I8J9K0L1M2N,B07W6ZQYJR,3.7,2023-02-05 11:10:00,REV100028
F1G2H3I4J5K6L,B08HRJV5FR,4.9,2023-10-10 18:25:00,REV100029
D1E2F3G4H5I6J,B08F2T4L2I,2.7,2023-06-25 14:20:00,REV100030
K1L2M3N4O5P6Q,B08K3Y2D5T,4.9,2023-07-15 13:20:00,REV100031
O3P4Q5R6S7T8U,B08HRJV5FQ,4,2023-03-25 16:50:00,REV100032
F1G2H3I4J5K6L,B08L8J1G3X,4.5,2023-10-01 09:15:00,REV100033
O3P4Q5R6S7T8U,B08FC5L3RG,5,2023-03-10 16:30:00,REV100034
F1G2H3I4J5K6L,B08K3Y2D5T,3.4,2023-10-30 19:30:00,REV100035
V9W0X1Y2Z3A4B,B08N5K5D5U,5,2023-05-05 13:40:00,REV100036
D1E2F3G4H5I6J,B08HRJV5FR,3,2023-06-20 10:45:00,REV100037
A1B2C3D4E5F6G,B07PGL8355,3.3,2023-01-16 09:45:00,REV100038
K1L2M3N4O5P6Q,B08N5K5D5V,5,2023-07-20 11:35:00,REV100039
C5D6E7F8G9H0I,B08K3Y2D5V,5,2023-05-25 19:30:00,REV100040
D1E2F3G4H5I6J,B08F2T4L2I,3.1,2023-06-25 14:20:00,REV100041
F1G2H3I4J5K6L,B08F2T4L2I,3.9,2023-10-15 14:50:00,REV100042
Y1Z2A3B4C5D6E,B08N5K5D5U,2.8,2023-09-15 17:35:00,REV100043
F1G2H3I4J5K6L,B08L8J1G3X,4.3,2023-10-01 09:15:00,REV100044
K1L2M3N4O5P6Q,B08HR5SXPS,2.6,2023-07-30 09:25:00,REV100045
C5D6E7F8G9H0I,B08T4Y6HJX,4.8,2023-05-08 18:15:00,REV100046
R1S2T3U4V5W6X,B08K3Y2D5W,5,2023-08-20 09:25:00,REV100047
D1E2F3G4H5I6J,B08K3S6WJS,4.2,2023-06-05 15:30:00,REV100048
O3P4Q5R6S7T8U,B08L5WD9D6,2.1,2023-03-15 14:50:00,REV100049
C5D6E7F8G9H0I,B08K3Y2D5V,5,2023-05-25 19:30:00,REV100050
C5D6E7F8G9H0I,B08L8J1G3X,3.8,2023-05-20 17:15:00,REV100051
C5D6E7F8G9H0I,B08PDN2R3C,3.7,2023-05-30 11:35:00,REV100052
A1B2C3D4E5F6G,B08N5KWB9H,4.3,2023-01-18 11:30:00,REV100053
H7I8J9K0L1M2N,B08H95Y452,5,2023-02-10 16:45:00,REV100054
K1L2M3N4O5P6Q,B08N5K5D5V,5,2023-07-20 11:35:00,REV100055
O3P4Q5R6S7T8U,B08HRJV5FQ,3.6,2023-03-25 16:50:00,REV100056
F1G2H3I4J5K6L,B08K3Y2D5X,4.8,2023-10-25 14:20:00,REV100057
K1L2M3N4O5P6Q,B08HR5SXPS,3.2,2023-07-30 09:25:00,REV100058
A1B2C3D4E5F6G,B01LYEEFVH,5,2023-01-15 08:30:00,REV100059
V9W0X1Y2Z3A4B,B08F2T4L2H,2.8,2023-04-30 09:25:00,REV100060
A1B2C3D4E5F6G,B07XKF5RM3,4.9,2023-01-17 10:15:00,REV100061
D1E2F3G4H5I6J,B08JQQ1VD1,4.4,2023-06-30 16:50:00,REV100062
F1G2H3I4J5K6L,B08K3Y2D5V,3.4,2023-10-05 13:40:00,REV100063
A1B2C3D4E5F6G,B01LYEEFVH,5,2023-01-15 08:30:00,REV100064
F1G2H3I4J5K6L,B08K3Y2D5V,4.7,2023-10-05 13:40:00,REV100065
R1S2T3U4V5W6X,B08HRJV5FP,5,2023-08-01 08:45:00,REV100066
H7I8J9K0L1M2N,B08KTZCF4N,3.5,2023-02-01 14:20:00,REV100067
H7I8J9K0L1M2N,B08KTZCF4N,4.2,2023-02-28 19:30:00,REV100068
D1E2F3G4H5I6J,B08JQQ1VD1,4.7,2023-06-01 09:00:00,REV100069
T1U2V3W4X5Y6Z,B08N5K5D5T,5,2023-12-20 09:25:00,REV100070
F1G2H3I4J5K6L,B08L8J1G3Z,4.8,2023-10-20 10:45:00,REV100071
T1U2V3W4X5Y6Z,B08L8J1G3Z,3,2023-12-10 16:20:00,REV100072
T1U2V3W4X5Y6Z,B08F2T4L2G,5,2023-12-30 14:20:00,REV100073
M1N2O3P4Q5R6S,B08HRJV5FP,2,2023-11-30 10:45:00,REV100074
Y1Z2A3B4C5D6E,B08F2T4L2H,4.4,2023-09-10 10:20:00,REV100075
F1G2H3I4J5K6L,B08K3Y2D5X,5,2023-10-25 14:20:00,REV100076
M1N2O3P4Q5R6S,B08HRJV5FT,2.9,2023-11-20 11:35:00,REV100077
A1B2C3D4E5F6G,B01LYEEFVH,5,2023-01-15 08:30:00,REV100078
F1G2H3I4J5K6L,B08K3Y2D5X,4,2023-10-25 14:20:00,REV100079
O3P4Q5R6S7T8U,B08BX7FV5L,4.9,2023-03-18 09:25:00,REV100080
D1E2F3G4H5I6J,B08F2T4L2I,3.2,2023-06-25 14:20:00,REV100081
K1L2M3N4O5P6Q,B08L3QCZZX,5,2023-07-10 19:45:00,REV100082
V9W0X1Y2Z3A4B,B08N5K5D5U,4.7,2023-05-05 13:40:00,REV100083
D1E2F3G4H5I6J,B08F7H7J9V,2.6,2023-06-10 11:45:00,REV100084
K1L2M3N4O5P6Q,B08HR5SXPS,3.7,2023-07-01 10:15:00,REV100085
D1E2F3G4H5I6J,B08JQQ1VD1,5,2023-06-01 09:00:00,REV100086
K1L2M3N4O5P6Q,B08N5K5D5V,5,2023-07-20 11:35:00,REV100087
R1S2T3U4V5W6X,B08K3Y2D5W,4.7,2023-08-20 09:25:00,REV100088
H7I8J9K0L1M2N,B08L8J1G3W,3.3,2023-02-25 14:20:00,REV100089
K1L2M3N4O5P6Q,B08HR5SXPS,4,2023-07-01 10:15:00,REV100090
V9W0X1Y2Z3A4B,B08F2T4L2H,3.5,2023-04-30 09:25:00,REV100091
T1U2V3W4X5Y6Z,B08N5K5D5W,3.6,2023-12-05 11:35:00,REV100092
R1S2T3U4V5W6X,B08L8J1G3W,2.8,2023-08-15 14:50:00,REV100093
V9W0X1Y2Z3A4B,B08F2T4L2H,2.8,2023-04-30 09:25:00,REV100094
H7I8J9K0L1M2N,B08KTZCF4N,2.3,2023-02-01 14:20:00,REV100095
Y1Z2A3B4C5D6E,B08N5K5D5U,3.1,2023-09-15 17:35:00,REV100096
A1B2C3D4E5F6G,B08HRJV5FT,4.1,2023-01-20 12:15:00,REV100097
C5D6E7F8G9H0I,B08K3Y2D5V,5,2023-05-25 19:30:00,REV100098
F1G2H3I4J5K6L,B08HRJV5FR,4.9,2023-10-10 18:25:00,REV100099
R1S2T3U4V5W6X,B08L8J1G3Q,3.3,2023-08-30 13:40:00,REV100100
K1L2M3N4O5P6Q,B08N5K5D5V,4.8,2023-07-20 11:35:00,REV100101
O3P4Q5R6S7T8U,B08FC5L3RG,4.8,2023-03-10 16:30:00,REV100102
H7I8J9K0L1M2N,B07W6ZQYJR,3.6,2023-02-05 11:10:00,REV100103
Y1Z2A3B4C5D6E,B08F2T4L2H,3.9,2023-09-10 10:20:00,REV100104
F1G2H3I4J5K6L,B08HRJV5FR,5,2023-10-10 18:25:00,REV100105
D1E2F3G4H5I6J,B08K3S6WJS,4.9,2023-06-05 15:30:00,REV100106
M1N2O3P4Q5R6S,B08N5K5D5V,3.1,2023-11-01 10:30:00,REV100107
H7I8J9K0L1M2N,B08KTZCF4N,3.1,2023-02-01 14:20:00,REV100108
M1N2O3P4Q5R6S,B08L8J1G3Y,4,2023-11-05 15:15:00,REV100109
Y1Z2A3B4C5D6E,B08L3QCZZX,4,2023-09-30 17:15:00,REV100110
V9W0X1Y2Z3A4B,B07K1J3C23,5,2023-04-30 14:20:00,REV100111
R1S2T3U4V5W6X,B08L8J1G3Q,4,2023-08-30 13:40:00,REV100112
F1G2H3I4J5K6L,B08L8J1G3Z,5,2023-10-20 10:45:00,REV100113
R1S2T3U4V5W6X,B08F2T4L2G,3.9,2023-08-05 12:30:00,REV100114
C5D6E7F8G9H0I,B08L8J1G3X,4.2,2023-05-20 17:15:00,REV100115
A1B2C3D4E5F6G,B07W6ZQYJR,5,2023-01-30 17:15:00,REV100116
R1S2T3U4V5W6X,B08HRJV5FP,4.4,2023-08-01 08:45:00,REV100117
F1G2H3I4J5K6L,B08L8J1G3X,5,2023-10-01 09:15:00,REV100118
V9W0X1Y2Z3A4B,B07R2W9D3X,2.4,2023-04-20 19:45:00,REV100119
R1S2T3U4V5W6X,B08L8J1G3W,3.4,2023-08-15 14:50:00,REV100120
T1U2V3W4X5Y6Z,B08N5K5D5W,3.5,2023-12-05 11:35:00,REV100121
D1E2F3G4H5I6J,B08F7H7J9V,3.7,2023-06-10 11:45:00,REV100122
T1U2V3W4X5Y6Z,B08F2T4L2J,4.3,2023-12-01 08:50:00,REV100123
C5D6E7F8G9H0I,B08PDN2R3C,4.3,2023-05-05 20:30:00,REV100124
Y1Z2A3B4C5D6E,B08N5K5D5W,5,2023-09-25 19:30:00,REV100125
H7I8J9K0L1M2N,B07W6ZQYJR,3.5,2023-02-05 11:10:00,REV100126
C5D6E7F8G9H0I,B08T4Y6HJX,4.7,2023-05-08 18:15:00,REV100127
D1E2F3G4H5I6J,B08K3S6WJS,4,2023-06-05 15:30:00,REV100128
Y1Z2A3B4C5D6E,B08K3Y2D5U,3.7,2023-09-01 11:30:00,REV100129
R1S2T3U4V5W6X,B08F2T4L2G,3.2,2023-08-05 12:30:00,REV100130
Y1Z2A3B4C5D6E,B08L3QCZZX,5,2023-09-30 17:15:00,REV100131
R1S2T3U4V5W6X,B08L8J1G3W,2.5,2023-08-15 14:50:00,REV100132
M1N2O3P4Q5R6S,B08L8J1G3Y,4.2,2023-11-05 15:15:00,REV100133
D1E2F3G4H5I6J,B08JQQ1VD1,4.5,2023-06-30 16:50:00,REV100134
O3P4Q5R6S7T8U,B07VGRJDFY,4.8,2023-03-12 10:15:00,REV100135
Y1Z2A3B4C5D6E,B08N5K5D5U,2.6,2023-09-15 17:35:00,REV100136
Y1Z2A3B4C5D6E,B08HRJV5FQ,4.8,2023-09-05 15:45:00,REV100137
A1B2C3D4E5F6G,B07W6ZQYJR,5,2023-01-30 17:15:00,REV100138
K1L2M3N4O5P6Q,B08K3Y2D5T,3.4,2023-07-15 13:20:00,REV100139
O3P4Q5R6S7T8U,B08L5WD9D6,3.1,2023-03-15 14:50:00,REV100140
D1E2F3G4H5I6J,B08JQQ1VD1,5,2023-06-30 16:50:00,REV100141
F1G2H3I4J5K6L,B08HRJV5FR,4.2,2023-10-10 18:25:00,REV100142
T1U2V3W4X5Y6Z,B08L8J1G3Z,3.1,2023-12-10 16:20:00,REV100143
C5D6E7F8G9H0I,B08G1Y9XNK,3.1,2023-05-12 14:45:00,REV100144
V9W0X1Y2Z3A4B,B07T81554H,4.4,2023-04-25 17:30:00,REV100145
K1L2M3N4O5P6Q,B08K3Y2D5T,3.4,2023-07-15 13:20:00,REV100146
D1E2F3G4H5I6J,B08N5K5D5S,4.3,2023-06-15 17:20:00,REV100147
T1U2V3W4X5Y6Z,B08L8J1G3W,4.3,2023-12-25 13:40:00,REV100148
O3P4Q5R6S7T8U,B08FC5L3RG,5,2023-03-10 16:30:00,REV100149
T1U2V3W4X5Y6Z,B08L8J1G3Z,3.1,2023-12-10 16:20:00,REV100150
Y1Z2A3B4C5D6E,B08K3Y2D5U,4.2,2023-09-01 11:30:00,REV100151
K1L2M3N4O5P6Q,B08L8J1G3Y,3.7,2023-07-25 16:50:00,REV100152
C5D6E7F8G9H0I,B08G1Y9XNK,3.1,2023-05-12 14:45:00,REV100153
F1G2H3I4J5K6L,B08L8J1G3Z,4.1,2023-10-20 10:45:00,REV100154
H7I8J9K0L1M2N,B08KTZCF4N,3.6,2023-02-28 19:30:00,REV100155
F1G2H3I4J5K6L,B08F2T4L2I,4.9,2023-10-15 14:50:00,REV100156
T1U2V3W4X5Y6Z,B08L8J1G3Z,3.2,2023-12-10 16:20:00,REV100157
Y1Z2A3B4C5D6E,B08F2T4L2J,2.4,2023-09-20 17:15:00,REV100158
R1S2T3U4V5W6X,B08HRJV5FP,5,2023-08-01 08:45:00,REV100159
A1B2C3D4E5F6G,B08F2T4L2K,4.5,2023-01-25 15:30:00,REV100160
V9W0X1Y2Z3A4B,B07R2W9D3X,2.4,2023-04-20 19:45:00,REV100161
A1B2C3D4E5F6G,B01LYEEFVH,5,2023-01-15 08:30:00,REV100162
Y1Z2A3B4C5D6E,B08HRJV5FQ,4.6,2023-09-05 15:45:00,REV100163
T1U2V3W4X5Y6Z,B08K3Y2D5X,5,2023-12-15 14:45:00,REV100164
C5D6E7F8G9H0I,B08PDN2R3C,4.2,2023-05-30 11:35:00,REV100165
T1U2V3W4X5Y6Z,B08K3Y2D5X,5,2023-12-15 14:45:00,REV100166
A1B2C3D4E5F6G,B08HRJV5FT,4.9,2023-01-20 12:15:00,REV100167
R1S2T3U4V5W6X,B08HRJV5FS,3.9,2023-08-25 13:40:00,REV100168
K1L2M3N4O5P6Q,B08N5K5D5V,4.6,2023-07-20 11:35:00,REV100169
R1S2T3U4V5W6X,B08HRJV5FP,4.6,2023-08-01 08:45:00,REV100170
F1G2H3I4J5K6L,B08HRJV5FR,4.6,2023-10-10 18:25:00,REV100171
K1L2M3N4O5P6Q,B08L8J1G3Q,3,2023-07-05 14:30:00,REV100172
C5D6E7F8G9H0I,B08PDN2R3C,4.2,2023-05-05 20:30:00,REV100173
T1U2V3W4X5Y6Z,B08N5K5D5T,5,2023-12-20 09:25:00,REV100174
V9W0X1Y2Z3A4B,B07R2W9D3X,2.4,2023-04-20 19:45:00,REV100175
